prompt_position_1based,char_j,median_time_to_stability_ms,mean_revisions,mean_wrong_first,n_users
1,ว,1103.0,0.0,0.038461538461538464,26
2,ั,1296.0,0.0,0.038461538461538464,26
3,น,1421.0,0.0,0.0,26
4,น,1559.5,0.0,0.0,26
5,ี,1919.0,0.0,0.038461538461538464,26
6,้,2099.5,0.0,0.0,26
7,ค,2721.5,0.0,0.07692307692307693,26
8,ร,2966.5,0.0,0.038461538461538464,26
9,ู,3360.5,0.0,0.07692307692307693,26
10,ข,4090.0,0.0,0.07692307692307693,26
11,อ,4206.0,0.0,0.038461538461538464,26
12,ใ,5032.5,0.0,0.038461538461538464,26
13,ห,5191.5,0.0,0.038461538461538464,26
14,้,5337.0,0.0,0.07692307692307693,26
15,น,6161.5,0.038461538461538464,0.07692307692307693,26
16,ั,6342.5,0.0,0.038461538461538464,26
17,ก,6444.5,0.0,0.038461538461538464,26
18,เ,6956.0,0.0,0.11538461538461539,26
19,ร,7141.0,0.0,0.11538461538461539,26
20,ี,7307.0,0.0,0.07692307692307693,26
21,ย,7561.5,0.0,0.0,26
22,น,7743.5,0.0,0.038461538461538464,26
23,เ,8339.5,0.0,0.0,26
24,ข,8619.0,0.0,0.0,26
25,ี,8889.5,0.0,0.038461538461538464,26
26,ย,8987.5,0.0,0.038461538461538464,26
27,น,9153.5,0.0,0.038461538461538464,26
28,ส,9600.0,0.0,0.0,26
29,ร,9898.0,0.038461538461538464,0.038461538461538464,26
30,ุ,10860.0,0.0,0.11538461538461539,26
31,ป,11274.0,0.0,0.07692307692307693,26
32,เ,11786.5,0.0,0.0,26
33,ร,11925.5,0.038461538461538464,0.0,26
34,ื,12149.5,0.0,0.07692307692307693,26
35,่,12350.0,0.0,0.038461538461538464,26
36,อ,12611.0,0.0,0.038461538461538464,26
37,ง,12924.5,0.0,0.07692307692307693,26
38,ส,13459.5,0.07692307692307693,0.0,26
39,ุ,13887.5,0.0,0.23076923076923078,26
40,ภ,14789.0,0.0,0.15384615384615385,26
41,า,15105.0,0.038461538461538464,0.15384615384615385,26
42,ษ,15788.0,0.038461538461538464,0.19230769230769232,26
43,ิ,16198.5,0.0,0.11538461538461539,26
44,ต,16631.0,0.0,0.11538461538461539,26
45,ไ,17613.5,0.0,0.11538461538461539,26
46,ท,17836.0,0.0,0.0,26
47,ย,18043.5,0.0,0.11538461538461539,26
48,อ,18468.5,0.0,0.07692307692307693,26
49,ย,18571.5,0.0,0.038461538461538464,26
50,่,18801.0,0.0,0.038461538461538464,26
51,า,18941.5,0.0,0.038461538461538464,26
52,ง,19133.5,0.0,0.038461538461538464,26
53,ก,19793.0,0.0,0.038461538461538464,26
54,ร,19933.0,0.0,0.07692307692307693,26
55,ะ,20089.5,0.0,0.11538461538461539,26
56,ช,20495.5,0.07692307692307693,0.07692307692307693,26
57,ั,20870.0,0.038461538461538464,0.07692307692307693,26
58,บ,21469.5,0.0,0.07692307692307693,26
59,แ,22046.5,0.0,0.11538461538461539,26
60,ล,22156.5,0.0,0.11538461538461539,26
61,ะ,22487.5,0.0,0.07692307692307693,26
62,ช,23113.0,0.0,0.15384615384615385,26
63,ั,23303.5,0.0,0.038461538461538464,26
64,ด,23567.0,0.0,0.07692307692307693,26
65,เ,24891.5,0.0,0.038461538461538464,26
66,จ,25013.5,0.0,0.07692307692307693,26
67,น,25826.0,0.11538461538461539,0.07692307692307693,26
68, ,26659.0,0.038461538461538464,0.19230769230769232,26
69,โ,27335.0,0.0,0.19230769230769232,26
70,ด,27619.5,0.0,0.3076923076923077,26
71,ย,27904.0,0.0,0.19230769230769232,26
72,ใ,28524.0,0.0,0.19230769230769232,26
73,ห,28727.5,0.0,0.19230769230769232,26
74,้,28863.0,0.0,0.07692307692307693,26
75,ย,29983.5,0.0,0.11538461538461539,26
76,ก,30104.0,0.0,0.11538461538461539,26
77,ต,30519.0,0.0,0.15384615384615385,26
78,ั,30692.0,0.0,0.07692307692307693,26
79,ว,30891.5,0.0,0.038461538461538464,26
80,อ,31543.0,0.0,0.19230769230769232,26
81,ย,31648.0,0.0,0.07692307692307693,26
82,่,31872.0,0.0,0.07692307692307693,26
83,า,32016.5,0.0,0.038461538461538464,26
84,ง,32637.0,0.0,0.038461538461538464,26
85,ห,33351.0,0.0,0.15384615384615385,26
86,น,33446.0,0.038461538461538464,0.15384615384615385,26
87,ึ,34053.0,0.0,0.2692307692307692,26
88,่,34269.5,0.0,0.23076923076923078,26
89,ง,34631.5,0.0,0.07692307692307693,26
90,ส,35215.5,0.11538461538461539,0.11538461538461539,26
91,ำ,35365.0,0.0,0.15384615384615385,26
92,น,35632.5,0.0,0.15384615384615385,26
93,ว,35813.5,0.0,0.07692307692307693,26
94,น,35993.0,0.0,0.07692307692307693,26
95,แ,36813.5,0.0,0.15384615384615385,26
96,ล,36999.0,0.0,0.11538461538461539,26
97,ะ,37165.0,0.0,0.11538461538461539,26
98,อ,37724.0,0.0,0.11538461538461539,26
99,ธ,38506.5,0.0,0.11538461538461539,26
100,ิ,39828.5,0.0,0.23076923076923078,26
101,บ,40311.0,0.0,0.07692307692307693,26
102,า,41017.5,0.0,0.11538461538461539,26
103,ย,41267.0,0.0,0.23076923076923078,26
104,ค,42350.5,0.0,0.11538461538461539,26
105,ว,42672.0,0.0,0.11538461538461539,26
106,า,42897.5,0.0,0.11538461538461539,26
107,ม,43091.5,0.0,0.038461538461538464,26
108,ห,43589.5,0.0,0.038461538461538464,26
109,ม,43926.5,0.0,0.07692307692307693,26
110,า,44112.0,0.0,0.11538461538461539,26
111,ย,44460.5,0.0,0.11538461538461539,26
112,ด,45320.0,0.0,0.15384615384615385,26
113,้,45647.5,0.0,0.11538461538461539,26
114,ว,45743.5,0.0,0.07692307692307693,26
115,ย,45897.0,0.0,0.11538461538461539,26
116,ภ,46490.5,0.07692307692307693,0.15384615384615385,26
117,า,46928.0,0.0,0.15384615384615385,26
118,ษ,47171.0,0.0,0.23076923076923078,26
119,า,47436.0,0.038461538461538464,0.15384615384615385,26
120,ข,48051.5,0.0,0.2692307692307692,26
121,อ,48186.0,0.0,0.19230769230769232,26
122,ง,48365.0,0.0,0.19230769230769232,26
123,ต,49273.0,0.0,0.19230769230769232,26
124,น,49438.5,0.0,0.34615384615384615,26
125,เ,49664.0,0.0,0.23076923076923078,26
126,อ,49844.0,0.0,0.15384615384615385,26
127,ง,49965.0,0.0,0.15384615384615385,26
